,county,state,county_population,covid_hospital_admissions_per_100k,covid_cases_per_100k,lon,lat
34675,Adair County,Oklahoma,22194.0,1.3,22.53,-94.6567402,35.8783136
34676,Cherokee County,Oklahoma,48657.0,1.3,16.44,-94.9950063,35.9158661
34677,McIntosh County,Oklahoma,19596.0,1.3,0.0,-95.6680554,35.3630353
34678,Muskogee County,Oklahoma,67997.0,1.3,20.59,-95.3927706,35.6630196
34679,Wagoner County,Oklahoma,81289.0,1.3,92.26,-95.5636238,35.9542216
34680,Madison County,Arkansas,16576.0,2.4,24.13,-93.7589024,35.9728095
34681,Washington County,Arkansas,239187.0,2.4,48.5,-94.2280656,35.9672625
34682,Delaware County,Oklahoma,43009.0,2.4,0.0,-94.8069453,36.4118421
34683,Benton County,Arkansas,279141.0,2.4,37.97,-94.2670404,36.3456186
34684,Clark County,Arkansas,22320.0,0.6,116.49,-93.198963,34.0541966
34685,Hot Spring County,Arkansas,33771.0,0.6,62.18,-92.9005742,34.2956351
34686,Montgomery County,Arkansas,8986.0,0.6,11.13,-93.6508234,34.5218805
34687,Garland County,Arkansas,99386.0,0.6,19.12,-93.1838539,34.5488944
34688,Pike County,Arkansas,10718.0,0.6,0.0,-93.6428966,34.1435885
34689,Noxubee County,Mississippi,10417.0,2.0,28.8,-88.5916703,33.1190254
34690,Lamar County,Alabama,13805.0,2.0,7.24,-88.1003689,33.7490016
34691,Lowndes County,Mississippi,58595.0,2.0,15.36,-88.4108384,33.4466925
34692,Clay County,Mississippi,19316.0,2.0,15.53,-88.7957063,33.6393012
34693,Desha County,Arkansas,11361.0,0.0,0.0,-91.3110517,33.7740219
34694,Jefferson County,Arkansas,66824.0,0.0,10.48,-91.9248307,34.2711667
34695,Bradley County,Arkansas,10763.0,0.0,0.0,-92.16876,33.4494147
34696,Cleveland County,Arkansas,7956.0,0.0,0.0,-92.1724506,33.8847138
34697,Drew County,Arkansas,18219.0,0.0,5.49,-91.7160969,33.5716907
34698,Lincoln County,Arkansas,13024.0,0.0,30.71,-91.7713274,33.9359663
34699,Carroll County,Arkansas,28380.0,3.7,21.14,-93.5093048,36.3386737
34700,Boone County,Arkansas,37432.0,3.7,16.03,-93.0784759,36.2829183
34701,Newton County,Arkansas,7753.0,3.7,0.0,-93.2273047,35.918468
34702,Searcy County,Arkansas,7881.0,3.7,25.38,-92.7098744,35.9018987
34703,Madison County,Texas,14284.0,0.0,56.01,-95.9507234,30.9551586
34704,Leon County,Texas,17404.0,0.0,11.49,-95.9953382,31.2715127
34705,Comanche County,Texas,13635.0,0.0,300.7,-98.527388,31.9130171
34706,Erath County,Texas,42698.0,0.0,51.52,-98.2213499,32.1954856
34707,Lea County,New Mexico,71070.0,0.0,12.66,-103.3828242,32.7448727
34708,Andrews County,Texas,18705.0,0.0,10.69,-102.6042447,32.2690953
34709,Gaines County,Texas,21492.0,0.0,0.0,-102.6220553,32.7044935
34710,Caldwell County,Texas,43664.0,0.0,64.13,-97.5959641,29.8298971
34711,Hays County,Texas,230191.0,0.0,73.85,-98.0393127,30.0447901
34712,Osage County,Oklahoma,46963.0,0.0,10.65,-96.401338,36.6189659
34713,Kay County,Oklahoma,43538.0,0.0,25.27,-97.1571626,36.8384462
34714,Willacy County,Texas,21358.0,0.9,173.24,-97.5947484,26.4553947
34715,Cameron County,Texas,423163.0,0.9,162.11,-97.4134281,26.1291189
34716,Jeff Davis County,Texas,2274.0,0.0,0.0,-104.1501698,30.7018281
34717,Presidio County,Texas,6704.0,0.0,89.5,-104.2336552,29.9883766
34718,Brewster County,Texas,9203.0,0.0,21.73,-103.2400734,29.8462742
34719,Galveston County,Texas,342139.0,2.0,55.24,-94.992736,29.3872254
34720,Uvalde County,Texas,26741.0,0.0,29.92,-99.7733181,29.300357
34721,Cherokee County,Kansas,19939.0,1.7,25.08,-94.8482069,37.1718068
34722,Newton County,Missouri,58236.0,1.7,15.45,-94.3424195,36.9070237
34723,Barton County,Missouri,11754.0,1.7,102.09,-94.3620755,37.5040024
34724,McDonald County,Missouri,22837.0,1.7,83.2,-94.3529462,36.6259839
34725,Jasper County,Missouri,121328.0,1.7,23.08,-94.3103412,37.176515
34726,Jones County,Iowa,20681.0,7.7,67.69,-91.1427196,42.1081969
34727,Washington County,Iowa,21965.0,7.7,63.74,-91.7340327,41.3160082
34728,Benton County,Iowa,25645.0,7.7,50.69,-92.0776319,42.0599693
34729,Cedar County,Iowa,18627.0,7.7,107.37,-91.1263198,41.7608608
34730,Johnson County,Iowa,151140.0,7.7,242.82,-91.6061124,41.6861834
34731,Linn County,Iowa,226706.0,7.7,113.8,-91.6037932,42.0631825
34732,Louisa County,Iowa,11035.0,7.7,27.19,-91.2683976,41.206668
34733,Iowa County,Iowa,16184.0,7.7,61.79,-92.0612268,41.683983
34734,Clark County,Kansas,1994.0,2.1,0.0,-99.8133765,37.2045719
34735,Ford County,Kansas,33619.0,2.1,8.92,-99.8943146,37.7072469
34736,Gray County,Kansas,5988.0,2.1,0.0,-100.4373907,37.7221896
34737,Hodgeman County,Kansas,1794.0,2.1,0.0,-99.900952,38.0875979
34738,Meade County,Kansas,4033.0,2.1,0.0,-100.396302,37.2091116
34739,Pennington County,South Dakota,113775.0,2.9,41.31,-102.7854668,43.9955746
34740,Jackson County,South Dakota,3344.0,2.9,29.9,-101.6595883,43.668546
34741,Meade County,South Dakota,28332.0,2.9,24.71,-102.6463435,44.5263375
34742,Butte County,South Dakota,10429.0,2.9,28.77,-103.5267067,44.9121731
34743,Fall River County,South Dakota,6713.0,2.9,0.0,-103.5791473,43.2264954
34744,Custer County,South Dakota,8972.0,2.9,22.29,-103.5101597,43.6726477
34745,Butler County,Kansas,66911.0,0.9,31.38,-96.8456342,37.77924
34746,Cowley County,Kansas,34908.0,0.9,57.29,-96.8675685,37.2413155
34747,Harvey County,Kansas,34429.0,0.9,17.43,-97.4486267,38.0352315
34748,Marion County,Kansas,11884.0,0.9,50.49,-97.1305937,38.3734544
34749,Sedgwick County,Kansas,516042.0,0.9,43.6,-97.4641388,37.6448148
34750,Sumner County,Kansas,22836.0,0.9,30.65,-97.4792142,37.2435967
34751,Cavalier County,North Dakota,3762.0,4.8,26.58,-98.5001391,48.7664381
34752,Grand Forks County,North Dakota,69451.0,4.8,80.63,-97.4800435,47.9090529
34753,Pembina County,North Dakota,6801.0,4.8,29.41,-97.5532833,48.7530787
34754,Nelson County,North Dakota,2879.0,4.8,34.73,-98.1774434,47.8852229
34755,Walsh County,North Dakota,10641.0,4.8,65.78,-97.7469943,48.3693784
34756,Polk County,Minnesota,31364.0,4.8,47.83,-96.4193484,47.6554613
34757,Cimarron County,Oklahoma,2137.0,4.3,0.0,-102.5402407,36.7475509
34758,Texas County,Oklahoma,19983.0,4.3,5.0,-101.4953594,36.7390314
34759,Morton County,Kansas,2587.0,4.3,0.0,-101.8099541,37.1960735
34760,Seward County,Kansas,21428.0,4.3,14.0,-100.8928434,37.1850331
34761,Shelby County,Iowa,11454.0,2.0,52.38,-95.3163623,41.668243
34762,Audubon County,Iowa,5496.0,2.0,0.0,-94.9106526,41.670205
34763,Cass County,Iowa,12836.0,2.0,15.58,-94.9215151,41.3122834
34764,Mills County,Iowa,15109.0,2.0,39.71,-95.6087477,41.0171392
34765,Pottawattamie County,Iowa,93206.0,2.0,24.68,-95.5331269,41.3115686
34766,Harrison County,Iowa,14049.0,2.0,0.0,-95.7976315,41.6659155
34767,Reno County,Kansas,61998.0,0.0,14.52,-98.1055753,37.930344
34768,Stafford County,Kansas,4156.0,0.0,48.12,-98.718816,38.0350094
34769,Rice County,Kansas,9537.0,0.0,0.0,-98.2007179,38.3266261
34770,Hamilton County,Iowa,14773.0,4.2,13.54,-93.7083849,42.382945
34771,Hardin County,Iowa,16846.0,4.2,5.94,-93.2293918,42.3840463
34772,Story County,Iowa,97117.0,4.2,38.1,-93.489194,42.0161612
34773,Wright County,Iowa,12562.0,4.2,7.96,-93.7325849,42.7404452
34774,Boone County,Iowa,26234.0,4.2,38.12,-93.9254114,42.0171798
34775,Henry County,Missouri,21824.0,6.3,22.91,-93.8066565,38.3791027
34776,St. Clair County,Missouri,9397.0,6.3,21.28,-93.7945456,38.0592942
34777,Bates County,Missouri,16172.0,6.3,37.1,-94.3503613,38.2612027
34778,Lyon County,Minnesota,25474.0,0.0,102.06,-95.8287296,44.3880733
34779,Lincoln County,Minnesota,5639.0,0.0,17.73,-96.2627763,44.4020631
34780,Cass County,Minnesota,29779.0,4.8,57.09,-94.3454604,47.0234117
34781,Hubbard County,Minnesota,21491.0,4.8,41.88,-94.9427679,47.1138266
34782,Aitkin County,Minnesota,15886.0,4.8,125.9,-93.3847595,46.5714822
34783,Crow Wing County,Minnesota,65055.0,4.8,93.77,-94.1017044,46.4665237
34784,Wadena County,Minnesota,13682.0,4.8,87.71,-94.9606684,46.5850936
34785,Guthrie County,Iowa,10689.0,0.0,56.13,-94.4985983,41.6721976
34786,Greene County,Iowa,8888.0,0.0,11.25,-94.4005864,42.0182893
34787,Sioux County,Nebraska,1166.0,0.0,171.53,-103.7745337,42.5055628
34788,Bennett County,South Dakota,3365.0,0.0,0.0,-101.655263,43.1854085
34789,Sheridan County,Nebraska,5246.0,0.0,38.12,-102.4089285,42.4542885
34790,Dawes County,Nebraska,8589.0,0.0,23.29,-103.1216528,42.71723
34791,Oglala Lakota County,South Dakota,14177.0,0.0,49.38,-102.5637516,43.2977026
34792,Faribault County,Minnesota,13653.0,11.4,73.24,-93.9510501,43.6647961
34793,Freeborn County,Minnesota,30281.0,11.4,112.28,-93.3501681,43.6763617
34794,Livingston County,Missouri,15227.0,0.0,72.24,-93.5573919,39.7639036
34795,Carroll County,Missouri,8679.0,0.0,34.57,-93.516971,39.441912
34796,Harper County,Kansas,5436.0,7.9,0.0,-98.0835849,37.1922068
34797,Kingman County,Kansas,7152.0,7.9,13.98,-98.122172,37.5420937
34798,Grant County,North Dakota,2274.0,0.0,0.0,-101.6261837,46.3441037
34799,Tama County,Iowa,16854.0,0.0,29.67,-92.5433918,42.0568108
34800,Marshall County,Iowa,39369.0,0.0,58.42,-92.9915704,42.0378125
34801,Dickey County,North Dakota,4872.0,0.0,0.0,-98.5322728,46.0952757
34802,LaMoure County,North Dakota,4046.0,0.0,24.72,-98.534574,46.4473745
34803,Coconino County,Arizona,143476.0,3.8,115.0,-111.6948197,35.9363252
34804,Yavapai County,Arizona,235099.0,3.8,36.58,-112.5515965,34.5668857
34805,Gila County,Arizona,54018.0,3.8,85.16,-110.68128894247536,33.74135485
34806,Pinal County,Arizona,462789.0,3.8,35.65,-111.4426212,32.8085851
34807,Maricopa County,Arizona,4485414.0,3.8,58.9,-112.49123,33.34883
34808,Alpine County,California,1129.0,1.9,0.0,-119.8345013,38.5893934
34809,Douglas County,Nevada,48905.0,1.9,32.72,-119.6201824,38.9072611
34810,Carson City,Nevada,55916.0,1.9,48.29,-119.7666496,39.1649125
34811,Lyon County,Nevada,57510.0,1.9,38.25,-119.1822042,38.9887898
34812,Storey County,Nevada,4123.0,1.9,0.0,-119.5157991,39.4572167
34813,Washoe County,Nevada,471519.0,1.9,82.71,-119.6131606,40.5849048
34814,Churchill County,Nevada,24909.0,1.9,20.07,-118.4191948,39.6136309
34815,Pershing County,Nevada,6725.0,1.9,14.87,-118.4778996,40.3913722
34816,Humboldt County,Nevada,16831.0,1.9,5.94,-118.2024818,41.429394
34817,Mineral County,Nevada,4505.0,1.9,88.79,-118.498262,38.4815162
34818,Rio Blanco County,Colorado,6324.0,2.3,47.44,-108.1807779,39.9847294
34819,Grand County,Utah,9754.0,2.3,0.0,-109.6619899,38.9634637
34820,Garfield County,Colorado,60061.0,2.3,83.25,-107.8776144,39.5462048
34821,Mesa County,Colorado,154210.0,2.3,42.8,-108.565996,39.0589084
34822,Eagle County,Colorado,55127.0,2.3,54.42,-106.7172844,39.6161124
34823,Pitkin County,Colorado,17767.0,2.3,73.17,-106.8695332,39.2037774
34824,Crook County,Oregon,24404.0,0.8,184.4,-120.3839476,44.1460291
34825,Harney County,Oregon,7393.0,0.8,13.53,-119.0240263,43.055195
34826,Jefferson County,Oregon,24658.0,0.8,129.78,-121.2463145,44.6072499
34827,Wheeler County,Oregon,1332.0,0.8,0.0,-120.0484375,44.6768382
34828,Deschutes County,Oregon,197692.0,0.8,276.19,-121.1669662,43.8194838
34829,Luna County,New Mexico,23709.0,0.4,8.44,-107.7682754,32.1345966
34830,Doña Ana County,New Mexico,218195.0,0.4,78.37,-106.8494235,32.32817
34831,Sierra County,New Mexico,10791.0,0.4,0.0,-107.2569421,33.1165937
34832,Shoshone County,Idaho,12882.0,0.8,23.29,-115.9583164,47.305486
34833,Boundary County,Idaho,12245.0,0.8,65.33,-116.4339511,48.7846346
34834,Benewah County,Idaho,9298.0,0.8,0.0,-116.6654616,47.2162961
34835,Bonner County,Idaho,45739.0,0.8,37.17,-116.5952716,48.2663565
34836,Kootenai County,Idaho,165697.0,0.8,33.8,-116.7162916,47.654857
34837,Mariposa County,California,17203.0,2.3,52.32,-119.9036592,37.570148
34838,Merced County,California,277680.0,2.3,58.34,-120.7678602,37.1641544
34839,Stanislaus County,California,550660.0,2.3,64.1,-121.0501425,37.5500871
34840,Tuolumne County,California,54478.0,2.3,146.85,-119.9919351,38.056944
34841,Hood River County,Oregon,23382.0,4.5,111.2,-121.6475587,45.5311636
34842,Sherman County,Oregon,1780.0,4.5,56.18,-120.6963746,45.3944268
34843,Wasco County,Oregon,26682.0,4.5,67.46,-121.2154207,45.0430227
34844,Klickitat County,Washington,22425.0,4.5,80.27,-120.7976033,45.8767731
34845,Gilliam County,Oregon,1912.0,4.5,0.0,-120.2202197,45.3298742
34846,Skamania County,Washington,12083.0,4.5,49.66,-121.9278867,45.966211
34847,Calaveras County,California,45905.0,3.7,89.31,-120.4981492,38.2558181
34848,San Joaquin County,California,762148.0,3.7,81.48,-121.2773719,37.9372901
34849,Amador County,California,39752.0,3.7,90.56,-120.5911018,38.449089
34850,Monterey County,California,434061.0,4.9,112.66,-121.3877428,36.2231079
34851,San Benito County,California,62808.0,4.9,49.36,-121.1177379,36.6248089
34852,Santa Clara County,California,1927852.0,4.9,201.62,-121.6846349,37.2333253
34853,Sierra County,California,3005.0,2.9,33.28,-120.5305731,39.5849065
34854,Nevada County,California,99755.0,2.9,68.17,-120.8089843,39.3540335
34855,Iron County,Utah,54839.0,4.9,0.0,-113.2867347,37.8546136
34856,Beaver County,Utah,6710.0,4.9,0.0,-113.2754828,38.3335694
34857,Alameda County,California,1671329.0,3.8,184.34,-121.899142,37.6090291
34858,Contra Costa County,California,1153526.0,3.8,162.63,-121.9175345,37.9034806
34859,Albany County,Wyoming,38880.0,0.0,23.15,-105.6812633,41.6684047
34860,Carbon County,Wyoming,14800.0,0.0,13.51,-106.8625645,41.7423474
34861,Jackson County,Colorado,1392.0,0.0,0.0,-106.3447246,40.6531945
34862,Fremont County,Wyoming,39261.0,0.0,0.0,-108.5772551,43.0293336
34863,Hot Springs County,Wyoming,4413.0,0.0,22.66,-108.409568,43.7008749
34864,Washakie County,Wyoming,7805.0,0.0,0.0,-107.6704088,43.9308684
34865,San Luis Obispo County,California,283111.0,2.3,102.79,-120.3757163,35.3540209
34866,Santa Barbara County,California,446499.0,2.3,118.03,-119.9858232,34.7136533
34867,Santa Cruz County,California,273213.0,0.7,272.68,-121.9905908,37.050096
34868,Fergus County,Montana,11050.0,8.7,0.0,-109.2175566,47.2128617
34869,Petroleum County,Montana,487.0,8.7,0.0,-108.2769626,47.0606518
34870,Mendocino County,California,86749.0,3.5,106.05,-123.4126399,39.3176491
34871,Kauai County,Hawaii,72293.0,2.8,322.3,-159.4945109,22.0557204
34872,Carolina Muni,Puerto Rico,146984.0,7.6,840.23,,
34873,Cayey Muni,Puerto Rico,42409.0,7.6,903.11,,
34874,Culebra Muni,Puerto Rico,1714.0,7.6,350.06,,
34875,Fajardo Muni,Puerto Rico,29454.0,7.6,648.47,,
34876,Florida Muni,Puerto Rico,11317.0,7.6,1184.06,,
34877,Hatillo Muni,Puerto Rico,39218.0,7.6,708.86,,
34878,Las Marías Muni,Puerto Rico,7927.0,7.6,1400.28,,
34879,Maricao Muni,Puerto Rico,5430.0,7.6,515.65,,
34880,Moca Muni,Puerto Rico,34891.0,7.6,931.47,,
34881,Orocovis Muni,Puerto Rico,20220.0,7.6,707.22,,
34882,Quebradillas Muni,Puerto Rico,22918.0,7.6,1151.93,,
34883,Sabana Grande Muni,Puerto Rico,21712.0,7.6,879.7,,
34884,San Sebastián Muni,Puerto Rico,35528.0,7.6,796.55,,
34885,Vega Alta Muni,Puerto Rico,36061.0,7.6,707.14,,
34886,Vieques Muni,Puerto Rico,8386.0,7.6,369.66,,
34887,Aguada Muni,Puerto Rico,36694.0,7.6,1016.51,,
34888,Aguadilla Muni,Puerto Rico,50265.0,7.6,787.82,,
34889,Añasco Muni,Puerto Rico,26161.0,7.6,990.02,,
34890,Canóvanas Muni,Puerto Rico,44674.0,7.6,676.01,,
34891,Cataño Muni,Puerto Rico,23121.0,7.6,717.96,,
34892,Cidra Muni,Puerto Rico,38307.0,7.6,1234.76,,
34893,Guaynabo Muni,Puerto Rico,83728.0,7.6,893.37,,
34894,Gurabo Muni,Puerto Rico,47093.0,7.6,804.79,,
34895,Hormigueros Muni,Puerto Rico,15518.0,7.6,1101.95,,
34896,Isabela Muni,Puerto Rico,40423.0,7.6,816.37,,
34897,Lajas Muni,Puerto Rico,22010.0,7.6,1063.15,,
34898,Loíza Muni,Puerto Rico,24553.0,7.6,643.51,,
34899,Maunabo Muni,Puerto Rico,10321.0,7.6,813.87,,
34900,Naguabo Muni,Puerto Rico,25761.0,7.6,496.88,,
34901,Patillas Muni,Puerto Rico,16211.0,7.6,1443.46,,
34902,Peñuelas Muni,Puerto Rico,19249.0,7.6,748.09,,
34903,San Lorenzo Muni,Puerto Rico,35989.0,7.6,786.35,,
34904,Santa Isabel Muni,Puerto Rico,21209.0,7.6,1079.73,,
34905,Utuado Muni,Puerto Rico,27395.0,7.6,770.21,,
34906,Vega Baja Muni,Puerto Rico,50023.0,7.6,827.62,,
34907,Villalba Muni,Puerto Rico,21372.0,7.6,1548.76,,
34908,Aguas Buenas Muni,Puerto Rico,24814.0,7.6,797.94,,
34909,Arroyo Muni,Puerto Rico,17238.0,7.6,1444.48,,
34910,Barceloneta Muni,Puerto Rico,23727.0,7.6,855.57,,
34911,Barranquitas Muni,Puerto Rico,27725.0,7.6,746.62,,
34912,Cabo Rojo Muni,Puerto Rico,47515.0,7.6,864.99,,
34913,Caguas Muni,Puerto Rico,124606.0,7.6,732.71,,
34914,Camuy Muni,Puerto Rico,30504.0,7.6,1012.98,,
34915,Comerío Muni,Puerto Rico,18648.0,7.6,756.11,,
34916,Corozal Muni,Puerto Rico,32293.0,7.6,867.06,,
34917,Guánica Muni,Puerto Rico,15383.0,7.6,643.57,,
34918,Guayama Muni,Puerto Rico,39465.0,7.6,1256.81,,
34919,Jayuya Muni,Puerto Rico,13891.0,7.6,1274.21,,
34920,Lares Muni,Puerto Rico,24276.0,7.6,1367.61,,
34921,Luquillo Muni,Puerto Rico,17665.0,7.6,758.56,,
34922,Manatí Muni,Puerto Rico,37287.0,7.6,807.25,,
34923,Naranjito Muni,Puerto Rico,27349.0,7.6,760.54,,
34924,Ponce Muni,Puerto Rico,131881.0,7.6,836.36,,
34925,Rincón Muni,Puerto Rico,13656.0,7.6,783.54,,
34926,Río Grande Muni,Puerto Rico,48025.0,7.6,772.51,,
34927,San Juan Muni,Puerto Rico,318441.0,7.6,597.6,,
34928,Toa Alta Muni,Puerto Rico,72025.0,7.6,669.21,,
34929,Yabucoa Muni,Puerto Rico,32282.0,7.6,954.09,,
34930,Adjuntas Muni,Puerto Rico,17363.0,7.6,984.85,,
34931,Aibonito Muni,Puerto Rico,22108.0,7.6,737.29,,
34932,Arecibo Muni,Puerto Rico,81966.0,7.6,850.35,,
34933,Bayamón Muni,Puerto Rico,169269.0,7.6,830.04,,
34934,Ceiba Muni,Puerto Rico,10904.0,7.6,852.9,,
34935,Ciales Muni,Puerto Rico,15808.0,7.6,854.0,,
34936,Coamo Muni,Puerto Rico,38336.0,7.6,897.33,,
34937,Dorado Muni,Puerto Rico,36141.0,7.6,755.37,,
34938,Guayanilla Muni,Puerto Rico,17623.0,7.6,1078.14,,
34939,Humacao Muni,Puerto Rico,50653.0,7.6,835.09,,
34940,Juana Díaz Muni,Puerto Rico,44679.0,7.6,1002.71,,
34941,Juncos Muni,Puerto Rico,38155.0,7.6,841.31,,
34942,Las Piedras Muni,Puerto Rico,37007.0,7.6,724.19,,
34943,Mayagüez Muni,Puerto Rico,71530.0,7.6,813.64,,
34944,Morovis Muni,Puerto Rico,30335.0,7.6,847.21,,
34945,Salinas Muni,Puerto Rico,27128.0,7.6,763.05,,
34946,San Germán Muni,Puerto Rico,30227.0,7.6,1071.89,,
34947,Toa Baja Muni,Puerto Rico,74271.0,7.6,718.99,,
34948,Trujillo Alto Muni,Puerto Rico,63674.0,7.6,833.94,,
34949,Yauco Muni,Puerto Rico,33575.0,7.6,911.39,,
34950,Johnson County,Kentucky,22188.0,2.9,27.04,-82.8159642,37.8397984
34951,Magoffin County,Kentucky,12161.0,2.9,90.45,-83.039044,37.6859873
34952,Floyd County,Kentucky,35589.0,2.9,53.39,-82.7645621,37.5473459
34953,Baltimore County,Maryland,827370.0,6.3,105.64,-76.6483482,39.4445243
34954,Howard County,Maryland,325690.0,6.3,149.53,-76.9166241,39.2305289
34955,Anne Arundel County,Maryland,579234.0,6.3,132.24,-76.573454,38.9722583
34956,Baltimore City,Maryland,593490.0,6.3,150.3,-76.6990587,39.3053485
34957,Calvert County,Maryland,92525.0,6.3,64.85,-76.537764,38.5288529
34958,Carroll County,Maryland,168447.0,6.3,83.11,-77.026707,39.5685399
34959,Allen County,Kentucky,21315.0,1.3,14.07,-86.1924103,36.7528961
34960,Logan County,Kentucky,27102.0,1.3,18.45,-86.8833607,36.823707
34961,Warren County,Kentucky,132896.0,1.3,40.63,-86.4233533,36.9812407
34962,Simpson County,Kentucky,18572.0,1.3,10.77,-86.5780102,36.73518
34963,Butler County,Kentucky,12879.0,1.3,7.76,-86.673921,37.240158
34964,Edmonson County,Kentucky,12150.0,1.3,8.23,,
34965,Taylor County,West Virginia,16695.0,2.4,71.88,-80.0403265,39.3280857
34966,Marion County,West Virginia,56072.0,2.4,89.17,-80.2258567,39.5128606
34967,Monongalia County,West Virginia,105612.0,2.4,81.43,-80.0300399,39.6391074
34968,Preston County,West Virginia,33432.0,2.4,56.83,-79.69027580407908,39.463519649999995
34969,Hampden County,Massachusetts,466372.0,5.7,266.53,-72.6063441,42.1285315
34970,Hampshire County,Massachusetts,160830.0,5.7,363.12,-72.6213339,42.3432499
34971,Ritchie County,West Virginia,9554.0,4.2,62.8,-81.0474662,39.1666305
34972,Wirt County,West Virginia,5821.0,4.2,0.0,-81.3558282,39.0287156
34973,Wood County,West Virginia,83518.0,4.2,17.96,-81.5185967,39.2054823
34974,Calhoun County,West Virginia,7109.0,4.2,211.0,-81.1234524,38.8311994
34975,Jackson County,West Virginia,28576.0,4.2,34.99,-81.6584708,38.818099
34976,Washington County,Ohio,59911.0,4.2,28.38,-81.5488945,39.4782641
34977,Pleasants County,West Virginia,7460.0,4.2,40.21,-81.1545062,39.370369
34978,Roane County,West Virginia,13688.0,4.2,73.06,-81.3366149,38.6943369
34979,Indiana County,Pennsylvania,84073.0,4.7,73.75,-79.1262839,40.6424116
34980,Westmoreland County,Pennsylvania,348899.0,4.7,86.56,-79.4873204,40.2930159
34981,Allegheny County,Pennsylvania,1216045.0,4.7,140.87,-79.9760405,40.4597204
34982,Armstrong County,Pennsylvania,64735.0,4.7,57.16,-79.4689832,40.7876239
34983,Beaver County,Pennsylvania,163929.0,4.7,94.55,-80.3709999,40.6916624
34984,Butler County,Pennsylvania,187853.0,4.7,98.48,-79.92623988102099,40.9162435
34985,Cumberland County,Pennsylvania,253370.0,3.3,80.51,-77.2803933,40.1541581
34986,Lebanon County,Pennsylvania,141793.0,3.3,88.16,-76.4626118,40.375713
34987,Perry County,Pennsylvania,46272.0,3.3,21.61,-77.2890283,40.3966461
34988,Dauphin County,Pennsylvania,278299.0,3.3,84.8,-76.8115168,40.398036
34989,Pocahontas County,West Virginia,8247.0,1.7,363.77,-80.0286878,38.3022233
34990,Randolph County,West Virginia,28695.0,1.7,104.55,-79.872531,38.8085998
34991,Tucker County,West Virginia,6839.0,1.7,116.98,-79.5607117,39.1256758
34992,Barbour County,West Virginia,16441.0,1.7,60.82,-80.02792134944448,39.1220285
34993,Page County,Virginia,23902.0,4.2,58.57,-78.5016516,38.6002354
34994,Harrisonburg City,Virginia,53016.0,4.2,101.86,-78.91028671862998,38.44278475
34995,Rockingham County,Virginia,81948.0,4.2,61.01,-78.8949442,38.5080288
34996,Pendleton County,West Virginia,6969.0,4.2,129.14,-79.3410138,38.6861824
34997,Menifee County,Kentucky,6489.0,1.9,15.41,-83.6014187,37.9357602
34998,Morgan County,Kentucky,13309.0,1.9,30.05,-83.2097119,37.9198759
34999,Rowan County,Kentucky,24460.0,1.9,49.06,-83.4039128,38.1822638
35000,Elliott County,Kentucky,7517.0,1.9,0.0,-83.0656398,38.1178636
35001,Richmond County,New York,476143.0,6.7,250.34,-74.1496048,40.5834557
35002,Kings County,New York,2559903.0,6.7,226.3,-73.9550230275334,40.64530975
35003,New York County,New York,1628706.0,6.7,323.08,-73.9793823,40.7548287
35004,Bronx County,New York,1418207.0,6.7,138.84,-73.84040355802088,40.85048545
35005,Queens County,New York,2253858.0,6.7,240.03,-73.8283132,40.7135078
35006,Bell County,Kentucky,26032.0,0.0,7.68,-83.6491695,36.7370344
35007,Harlan County,Kentucky,26010.0,0.0,15.38,-83.22678,36.8411336
35008,Claiborne County,Tennessee,31959.0,0.0,46.94,-83.6786377,36.4673161
35009,Caledonia County,Vermont,29993.0,24.3,136.7,-72.1083608591196,44.46383305
35010,Lamoille County,Vermont,25362.0,24.3,114.34,-72.6714363,44.6090486
35011,Orleans County,Vermont,27037.0,24.3,203.42,-72.2595811,44.8680836
35012,Talbot County,Maryland,37181.0,7.2,104.89,-76.1919824,38.7542065
35013,Caroline County,Maryland,33406.0,7.2,71.84,-75.8247398,38.8550631
35014,Dorchester County,Maryland,31929.0,7.2,53.24,-76.0995677,38.3930694
35015,Queen Anne's County,Maryland,50381.0,7.2,59.55,-76.0616856,39.0273331
35016,Owen County,Kentucky,10901.0,0.0,18.35,-84.819254,38.5303187
35017,Franklin County,Kentucky,50991.0,0.0,68.64,-84.8633812,38.2520423
35018,Anderson County,Kentucky,22747.0,0.0,52.75,-84.9880147,38.0096811
35019,Benton County,Tennessee,16160.0,0.0,68.07,-88.101285,36.0345286
35020,Carroll County,Tennessee,27767.0,0.0,32.41,-88.4487987,35.9631851
35021,Henry County,Tennessee,32345.0,0.0,34.01,-88.3108196,36.3180775
35022,Calloway County,Kentucky,39001.0,0.0,23.08,-88.271076,36.6257937
35023,Lawrence County,Pennsylvania,85512.0,0.0,33.91,-80.350071,41.001415
35024,Caroline County,Virginia,30725.0,2.9,201.79,-77.362363,38.0320305
35025,Spotsylvania County,Virginia,136215.0,2.9,160.04,-77.6741751,38.1880936
35026,King George County,Virginia,26836.0,2.9,85.71,-77.175356,38.2786312
35027,Stafford County,Virginia,152882.0,2.9,128.2,-77.4579783,38.4167265
35028,Fredericksburg City,Virginia,29036.0,2.9,141.2,-77.46665564423166,38.30161615
35029,Aroostook County,Maine,67055.0,16.4,733.73,-68.4701132,46.6847962
35030,Davidson County,Tennessee,694144.0,4.6,97.53,-86.7857862,36.189724
